word,frequency
አጥሮት,2
አጥሮኛልና,2
አጥቂ,2
አጥበኸኝ,2
አጥብቀሽ,2
አጥብታ,2
አጥቦና,2
አጥተሃል,2
አጥተን,2
አጥተዋል,2
አጥተው,2
አጥተውበት,2
አጥንቱን,2
አጥግቧል,2
አጥግቧታል,2
አጥፊዬ,2
አጥፍቻለሁ,2
አጨልመው,2
አጨብጭቦ,2
አጫርሶ,2
አጫዋቼ,2
አጫዋች,2
አጭቶ,2
አጭቷት,2
አጸናሁ,2
አጸናሃቸው,2
አጸናኸው,2
አጸደቀው,2
አጸዳድቼ,2
አጽናናህ,2
አጽናናለሁ,2
አጽናናኝ,2
አጽንተሃል,2
አጽንቶታትል,2
አጽንቷል,2
አጽድቀኸናል,2
አጽጠኝ,2
አፀናልኝ,2
አፀደከን,2
አፅናናኝ,2
አፅናንቶን,2
አፅናፍ,2
አፈለሰኝ,2
አፈለቀላት,2
አፈረሰበት,2
አፈረሱ,2
አፈረብህ,2
አፈራለሁ,2
አፈሰሱ,2
አፈሰስህ,2
አፈጠነዉ,2
አፈጠንከው,2
አፈጠጠሩ,2
አፈጣጠሬ,2
አፋችንን,2
አፍልሶኛል,2
አፍረቷን,2
አፍሬያለሁ,2
አፍርቻለሁ,2
አፍርቼ,2
አፍሳሹን,2
አፍስሦ,2
አፍስሰህ,2
አፍስሳ,2
አፍስሶ,2
አፍስሷልና,2
አፍሶታል,2
አፍቅራሃለች,2
አፍንጫ,2
አፍኖ,2
አፎይ,2
ኡሁዉ,2
ኡከህዝብህ,2
ኢሄውና,2
ኢላማውን,2
ኢሳያስ,2
ኢኼ,2
ኣሁንም,2
ኣለሁ,2
ኣላረኩትም,2
ኣላዳነኝም,2
ኣልቻልኩም,2
ኣልካድኩም,2
ኣመሰግናለሁ,2
ኣቅሜ,2
ኣቅቶኛል,2
ኣባባት,2
ኣባትነቱ,2
ኣትሁንብኝ,2
ኣትሻም,2
ኣትውሰድብኝ,2
ኣንስተሀል,2
ኣንቺ,2
ኣውጥተህኛል,2
ኣይቀያይረውም,2
ኣይበጅም,2
ኣይኖቹ,2
ኣይገመት,2
ኣደረከኝ,2
ኣዲስ,2
ኣገኘሁ,2
ኣግንቸ,2
ኤሄዉ,2
ኤል,2
ኤልሻዳዬ,2
ኤልሻድይ,2
ኤልሻድዳይ,2
ኤልካዶሽ,2
ኤርምያስ,2
ኤሳውን,2
ኤሻዳይ,2
ኤይ,2
ኤዮኤል,2
ኤፉዱን,2
ኤፌሶን,2
እሁአላ,2
እሁዶች,2
እሄውልህ,2
እሄዳለሁና,2
እህሉ,2
እህት,2
እህቶች,2
እሆናለው,2
እለምነዋለሁ,2
እለቃለሁ,2
እለታ,2
እልሁ,2
እልልስ,2
እልሸሸ,2
እልሻም,2
እልቂት,2
እልባሽ,2
እልታረቀ,2
እልከኛ,2
እልካችኋለሁ,2
እልኸኛ,2
እልያብ,2
እልፊኙ,2
እመሰናከል,2
እመታለሁ,2
እመኑበት,2
እመኛለሁ,2
እመኜ,2
እመኝ,2
እመክራለሁ,2
እመድኩ,2
እመግብሃለሁ,2
እመጣለህ,2
እማር,2
እማይወድ,2
እምሆን,2
እምላክ,2
እምላክህን,2
እምርሮ,2
እምባችን,2
እምባዋ,2
እምብ,2
እምተርፍ,2
እምካለሁ,2
እምጥቶታል,2
እሞላታለሁ,2
እሞላና,2
እሞላዋለሁ,2
እረሃቤ,2
እረሰርስሻለሁ,2
እረሳሁሽ,2
እረሳሁና,2
እረሳነው,2
እረሳው,2
እረስተው,2
እረስታ,2
እረስቶታል,2
እረቂቅ,2
እረታህ,2
እረኛቹህ,2
እረከባለሁ,2
እረከኝና,2
እረካለሁኝ,2
እረካለው,2
እረክቶ,2
እረዝሟልና,2
እረዳኸን,2
እረዳኸኝ,2
እረዳው,2
እረጋግጣለሁ,2
እረግምና,2
እረግሽው,2
እረግጣለሁ,2
እረግጦ,2
እረጭ,2
እሩትን,2
እሩጥ,2
እሩጫዬ,2
እሩጬ,2
እራራልኝ,2
እራርቶልናል,2
እራርቶልኛል,2
እራስክን,2
እራቀኝ,2
እራቁትነቱን,2
እራቤ,2
እሬሳ,2
እሬት,2
እርሆቦት,2
እርሱንማ,2
እርሱዋን,2
እርሳውና,2
እርሺኝ,2
እርሻውን,2
እርሾቼም,2
እርሾና,2
እርቃናዬን,2
እርቃኔ,2
እርቃንህን,2
እርቆኝ,2
እርኩሱም,2
እርኮ,2
እርዕስ,2
እርዝማኔ,2
እርዱ,2
እርዱኝ,2
እርዳው,2
እርግማኑ,2
እርግማኔን,2
እርጨኝና,2
እሮሮና,2
እሮቦቼ,2
እሮጥኩኝ,2
እሮጫለሁ,2
እሮጬ,2
እሰማዋለሁ,2
እሰረው,2
እሰራሽና,2
እሰከ,2
እሰከሞቱ,2
እሰከዘለዓለም,2
እሰዋለሁኝ,2
እሰግድልህ,2
እሰጥህሃለሁ,2
እሰጥሻለሁ,2
እሳትና,2
እስማምለሁ,2
እስማኤልም,2
እስማኤልን,2
እስራቱን,2
እስራኤላውያኖች,2
እስርአቱን,2
እስቃለህ,2
እስበዋለሁ,2
እስከሆንክ,2
እስከልጅ,2
እስከሚመጣ,2
እስከሚሰልል,2
እስከሚቀበር,2
እስከሚችል,2
እስከሚያልቅ,2
እስከሚያቅት,2
እስከሚያውቁኝ,2
እስከሚያዩት,2
እስከሚገርመኝ,2
እስከሚገባኝ,2
እስከሚገባው,2
እስከሚጐበኘኝ,2
እስከሚፈስ,2
እስከሚፈጽመው,2
እስከማውቀው,2
እስከሞቴ,2
እስከነህ,2
እስከናፈርስ,2
እስከወጣለት,2
እስከዛሬስ,2
እስከደስታ,2
እስከጫፍ,2
እስከጽዮን,2
እስኪለየው,2
እስኪመስል,2
እስኪምረኝ,2
እስኪረሱ,2
እስኪሰበር,2
እስኪሰጠን,2
እስኪሰጠኝ,2
እስኪሻክር,2
እስኪነሣ,2
እስኪያበቅል,2
እስኪያነሳ,2
እስኪያወጣኝ,2
እስኪያጣ,2
እስኪገረም,2
እስኪፈወስ,2
እስኪፈጽመው,2
እስካለሁባት,2
እስካስቻለኝ,2
እስካነሳ,2
እስካያት,2
እስካይለየኝ,2
እስካፅናፍ,2
እስክመለስ,2
እስክረሰርስ,2
እስክረታው,2
እስክትረካ,2
እስክትረግጠው,2
እስክትገባ,2
እስክደርስ,2
እስክገባ,2
እስክጠራ,2
እስግዲህ,2
እስጢፋኖስን,2
እሸበራለሁ,2
እሸነፋለሁ,2
እሸንፋለሁ,2
እሻለሁኝ,2
እሽቅድምድም,2
እሾሁን,2
እሾመዋለሁ,2
እቀበላለሁ,2
እቀበልሃለሁ,2
እቀባለሁ,2
እቀኝልሃለሁኝ,2
እቀድስሃለሁ,2
እቀጥላለው,2
እቁብ,2
እቃቃት,2
እቆምና,2
እቆጥራለሁ,2
እቋቸው,2
እበልጥ,2
እበረታለሁኝ,2
እበዝማሬ,2
እባህር,2
እባህክ,2
እባርካለው,2
እቤቱ,2
እብቅ,2
እተውሃለሁ,2
እተጠጡ,2
እታዘዛለሁ,2
እታዘዛለው,2
እታገሳለሁኝ,2
እትሂድብኝ,2
እቺ,2
እቻላለሁ,2
እቼን,2
እነሆኝ,2
እነሱንም,2
እነሲድራቅ,2
እነሳና,2
እነሳዋለሁ,2
እነዚሁ,2
እነዚያስ,2
እነደ,2
እነደጠጣች,2
እነግራለው,2
እነግራቹሃለሁ,2
እነግርሃለው,2
እነፋለሁ,2
እኒስ,2
እናመሰግነዋለን,2
እናመሰግንሃለን,2
እናረግሃለን,2
እናሳይሽ,2
እናስወግዳት,2
እናሸንፋለን,2
እናብባለን,2
እናብዛልህ,2
እናቶች,2
እናንተንማ,2
እናውራው,2
እናውጃለን,2
እናዝናለን,2
እናይሳነኝ,2
እናደርግሃለን,2
እናደንቅሀለን,2
እናዳምጠው,2
እናድርስ,2
እናገረዋለሁ,2
እናጠራለን,2
እናጠፋዋለን,2
እንሆ,2
እንሆናለን,2
እንለማመድ,2
እንለምን,2
እንለምንሃለን,2
እንለወጥ,2
እንለይ,2
እንመልሳለን,2
እንመልስ,2
እንመስለው,2
እንመቸው,2
እንመዝናቸው,2
እንረግጠዋለን,2
እንሰማም,2
እንሰሳ,2
እንሰሶች,2
እንሰባሰብ,2
እንሰዋለታለን,2
እንስራ,2
እንስሳውን,2
እንስበከው,2
እንስበክ,2
እንስኪነጋ,2
እንስገድልህ,2
እንስጥ,2
እንሻለን,2
እንሻገራለን,2
እንሻገርና,2
እንቀር,2
እንቀበላለን,2
እንቀኝ,2
እንቀድስሃለን,2
እንቃ,2
እንቅልፋቸው,2
እንቅረብ,2
እንቅስቃሴ,2
እንበላለን,2
እንበልና,2
እንባብ,2
እንተላለፍ,2
እንተወውና,2
እንተውና,2
እንተያይ,2
እንተጋለን,2
እንትንና,2
እንነሳለሁ,2
እንነስ,2
እንነጻለን,2
እንናገራለን,2
እንንገረው,2
እንከምር,2
እንከብራለን,2
እንክብካቤ,2
እንወስን,2
እንወቅ,2
እንወደዋለን,2
እንወደው,2
እንወዳለን,2
እንወድስ,2
እንወድስሃለን,2
እንዋደድ,2
እንውደድ,2
እንዘምረው,2
እንዘምራልን,2
እንዘምታለን,2
እንዘጋለን,2
እንዘጋጅ,2
እንያያዝ,2
እንይ,2
እንደህልሟ,2
እንደሌለ,2
እንደሌለሽ,2
እንደመጣው,2
እንደሚረታ,2
እንደሚታጨድ,2
እንደሚነሳ,2
እንደሚነቅለው,2
እንደሚነደፍ,2
እንደሚከፈል,2
እንደሚወደኝ,2
እንደሚወድህ,2
እንደሚያምር,2
እንደሚያረሰርስ,2
እንደሚያረገው,2
እንደሚያሻቸው,2
እንደሚያበራዉ,2
እንደሚያውቀኝ,2
እንደሚያየው,2
እንደሚያድርግ,2
እንደሚያገኘኝ,2
እንደሚደምቁት,2
እንደሚደምቅ,2
እንደሚገባ,2
እንደሚጠብቀው,2
እንደሚጠግቡት,2
እንደሚጠፉ,2
እንደሚፈተን,2
እንደሚፈፅመው,2
እንደማለ,2
እንደማትሰለቸኝ,2
እንደማያቅ,2
እንደማያገኘኝ,2
እንደማይረሳ,2
እንደማይሰጠው,2
እንደማይቀር,2
እንደማይኖር,2
እንደማይዘጋ,2
እንደማይደምቀው,2
እንደማይጥል,2
እንደማገለግል,2
እንደምሰጠን,2
እንደምታከብረው,2
እንደምትሞላው,2
እንደምትሰራ,2
እንደምትሰጥ,2
እንደምትሻ,2
እንደምትዋጋልኝ,2
እንደምንል,2
እንደምንኖር,2
እንደምወድህ,2
እንደረዳሃቻው,2
እንደር,2
እንደሰማ,2
እንደሰከረ,2
እንደበታችሁ,2
እንደበደላችን,2
እንደባለቅን,2
እንደተ,2
እንደተረኩ,2
እንደተሰራሁ,2
እንደተሰቃየሁ,2
እንደተናቁ,2
እንደተናደርክ,2
እንደተናገርህ,2
እንደተናገርነው,2
እንደተናገርከው,2
እንደተንተራስኩት,2
እንደተኩራራሁ,2
እንደተዘረጋ,2
እንደተዘጋጀ,2
እንደተገኘሁ,2
እንደተጻፈው,2
እንደታመንን,2
እንደኀጢአታችን,2
እንደነኤልሳ,2
እንደነኩ,2
እንደነደደው,2
እንደነጐልያድ,2
እንደናፈቅሁት,2
እንደንቦሳ,2
እንደአላዛር,2
እንደአነት,2
እንደአንተዉ,2
እንደአንቺው,2
እንደኮራሁ,2
እንደኮራበት,2
እንደወስድሽ,2
እንደወደቅኩ,2
እንደወደድህ,2
እንደወደድካት,2
እንደዋቃ,2
እንደዐይኖችህ,2
እንደዘመርኩት,2
እንደያዛት,2
እንደጀመርክ,2
እንደገናዬ,2
እንደግል,2
እንደግዚአብሄር,2
እንደጐደለው,2
እንደጠበቅኩት,2
እንደጡዋፍ,2
እንደፋ,2
እንደፍላጐትሽ,2
እንዲህስ,2
እንዲለምድ,2
እንዲለቀቁ,2
እንዲለወጡልኝ,2
እንዲላቸው,2
እንዲሞላው,2
እንዲሰረይለት,2
እንዲሰጣቸው,2
እንዲስማማህ,2
እንዲስማማኝ,2
እንዲቀለጣጥሙት,2
እንዲቆይ,2
እንዲቆጠር,2
እንዲበራ,2
እንዲባርክልኝ,2
እንዲተዳደር,2
እንዲተጋ,2
እንዲታደጋቸው,2
እንዲችሉ,2
እንዲችል,2
እንዲነድ,2
እንዲነጥር,2
እንዲነጻልኝ,2
እንዲናገረኝ,2
እንዲናገሩ,2
እንዲናገር,2
እንዲከለከል,2
እንዲከብ,2
እንዲከፈለው,2
እንዲወገሩ,2
እንዲያመጣ,2
እንዲያሞግሰኝ,2
እንዲያርስ,2
እንዲያሳየኝ,2
እንዲያሳይህ,2
እንዲያስነሳው,2
እንዲያስጠራ,2
እንዲያስጥለኝ,2
እንዲያስፈልጋችሁ,2
እንዲያንስህ,2
እንዲያኖረኝ,2
እንዲያውቀው,2
እንዲያውቃል,2
እንዲያዘኝ,2
እንዲያዩ,2
እንዲያዩት,2
እንዲያያት,2
እንዲያይ,2
እንዲያድጉ,2
እንዲያገላብጥ,2
እንዲደምቁ,2
እንዲደርስ,2
እንዲገኝብኝ,2
እንዲገዛልህ,2
እንዲገዛኝ,2
እንዲጐዳ,2
እንዲጠራበት,2
እንዲጠበቅ,2
እንዲጠብቁኝ,2
እንዲጸና,2
እንዲፀና,2
እንዲፅናና,2
እንዲፈርስ,2
እንዲፈቱ,2
እንዲፈጸም,2
እንዳለሁኝ,2
እንዳለቀ,2
እንዳላመልክ,2
እንዳላሳፍርህ,2
እንዳላስተውለው,2
እንዳላስገኘሁኝ,2
እንዳላሸነፈውም,2
እንዳላነሳው,2
እንዳላነብ,2
እንዳላዩ,2
እንዳላጉረመርም,2
እንዳልመስል,2
እንዳልረበሽ,2
እንዳልረክስ,2
እንዳልረዳ,2
እንዳልርቅህ,2
እንዳልሰለፍ,2
እንዳልሸሽህ,2
እንዳልሸበር,2
እንዳልቀመጥ,2
እንዳልቀና,2
እንዳልተነኩስ,2
እንዳልተከበርኩኝ,2
እንዳልታወክ,2
እንዳልነደፍ,2
እንዳልከው,2
እንዳልወረወር,2
እንዳልወሰልት,2
እንዳልወሰድ,2
እንዳልዘረጋ,2
እንዳልዝል,2
እንዳልደርስ,2
እንዳልገዛ,2
እንዳልጐዳ,2
እንዳልጠይቅ,2
እንዳልፀልይ,2
እንዳልፈው,2
እንዳልፈጅብህ,2
እንዳልፍ,2
እንዳመለከችው,2
እንዳማረብን,2
እንዳምነው,2
እንዳረፈበት,2
እንዳሰሉ,2
እንዳሰበህ,2
እንዳሰብኩት,2
እንዳሰኘሁ,2
እንዳሰኘህ,2
እንዳሰኘው,2
እንዳሳየሄኝ,2
እንዳስቀመጥከው,2
እንዳስብ,2
እንዳስተማርከኝ,2
እንዳስተውላት,2
እንዳስኘኸው,2
እንዳስፈለጋችሁ,2
እንዳሸነፈ,2
እንዳሸዋ,2
እንዳሻህ,2
እንዳቀረቅር,2
እንዳቀርብ,2
እንዳቀው,2
እንዳቅፈው,2
እንዳቆምካት,2
እንዳበራ,2
እንዳታበላሽ,2
እንዳታነሳት,2
እንዳታየው,2
እንዳታይ,2
እንዳታጣብኝ,2
እንዳታፍሪ,2
እንዳትለኝ,2
እንዳትሞላ,2
እንዳትረዳው,2
እንዳትረጂው,2
እንዳትሰራ,2
እንዳትሰናከል,2
እንዳትተወኝ,2
እንዳትታለፍ,2
እንዳትከብር,2
እንዳትወላውል,2
እንዳትወሰድ,2
እንዳትወደኝ,2
እንዳትወጋ,2
እንዳትገባ,2
እንዳትጐዳ,2
እንዳትጐጂ,2
እንዳትጠላኝ,2
እንዳች,2
እንዳናየው,2
እንዳናይ,2
እንዳንሆን,2
እንዳንለያይ,2
እንዳንበረከከው,2
እንዳከብረው,2
እንዳወረስካቻው,2
እንዳወሩ,2
እንዳወጣሃቸው,2
እንዳወጣኝ,2
እንዳውቀው,2
እንዳዘንኩኝ,2
እንዳዘዘኝ,2
እንዳዜም,2
እንዳዜምኩት,2
እንዳየሁ,2
እንዳያልቅ,2
እንዳያልፈኝ,2
እንዳያልፉ,2
እንዳያመልጥ,2
እንዳያሰኝህ,2
እንዳያታልልህ,2
እንዳያንገላታኝ,2
እንዳያዝን,2
እንዳያዝንብሽ,2
እንዳያየኝ,2
እንዳያፍርብህ,2
እንዳይሆንብህ,2
እንዳይመስለኝ,2
እንዳይመታኝ,2
እንዳይመጣ,2
እንዳይሞከር,2
እንዳይርቀኝ,2
እንዳይሰናከል,2
እንዳይስቅብኝ,2
እንዳይሸነፍ,2
እንዳይበላ,2
እንዳይብረከረክ,2
እንዳይተወኝ,2
እንዳይታበይ,2
እንዳይታወክ,2
እንዳይታይ,2
እንዳይኖር,2
እንዳይኖርብኝ,2
እንዳይከትህ,2
እንዳይወርድ,2
እንዳይወስደኝ,2
እንዳይወድቁ,2
እንዳይዘጋ,2
እንዳይዘጋብሽ,2
እንዳይዝባቸው,2
እንዳይገባ,2
እንዳይገታ,2
እንዳይገዛኝ,2
እንዳይገድሉኝ,2
እንዳይገፋን,2
እንዳይጠማቸው,2
እንዳይጠማኝ,2
እንዳይጠፉ,2
እንዳይጥልህ,2
እንዳድርግ,2
እንዳጠረዉ,2
እንዳፀናሃት,2
እንዴምቦሳ,2
እንዴሳት,2
እንድሂድ,2
እንድመለስ,2
እንድመታ,2
እንድሜውን,2
እንድረዳ,2
እንድረግጠው,2
እንድራመድ,2
እንድሰወር,2
እንድቀር,2
እንድቀጠቅጠው,2
እንድቃትር,2
እንድታስተምረኝ,2
እንድታዘዝም,2
እንድታገለግለኝ,2
እንድትሆነኝ,2
እንድትሆኑ,2
እንድትመራኝ,2
እንድትመግበው,2
እንድትመጣ,2
እንድትምረኝ,2
እንድትሰጠኝ,2
እንድትቀበሉ,2
እንድትኖር,2
እንድትከፍለው,2
እንድትኮራ,2
እንድትወደኝ,2
እንድትዘጋጅ,2
እንድትድን,2
እንድትገቢ,2
እንድትፈውሰኝ,2
እንድነግርህ,2
እንድናነድ,2
እንድናውቀው,2
እንድናደርግ,2
እንድንሄድ,2
እንድንለመልም,2
እንድንሰው,2
እንድንባረክ,2
እንድንተጋ,2
እንድንችል,2
እንድንችን,2
እንድንገባ,2
እንድወርሰው,2
እንድወስዳቹህ,2
እንድወደው,2
እንድወድ,2
እንድወድቅ,2
እንድዘምረው,2
እንድደርሰው,2
እንድዱት,2
እንድገልጠው,2
እንድገኝ,2
እንድጋልብበት,2
እንድጓዝ,2
እንድጠብቅህ,2
እንድጸጣቸው,2
እንድፈራ,2
እንጁ,2
እንገሰግሳለን,2
እንገናኝ,2
እንጉርጉሮዬን,2
እንግዲማ,2
እንጓዝ,2
እንጠራሃለን,2
እንጠብቃለም,2
እንጠብቅሃለን,2
እንጠጣለን,2
እንጣለው,2
እንጥላው,2
እንጨቱ,2
እንጨቴን,2
እንጨትና,2
እንጮሃለን,2
እንጸልይላቸው,2
እንፈልግሃለን,2
እንፈራለን,2
እንፈራውም,2
እንፈታ,2
እኖር,2
እአለ,2
እከብራለሁኝ,2
እከተላለሁ,2
እከፍልሃለሁ,2
እኮራብሃለሁ,2
እኮተኩትሃለሁ,2
እወስዳችኋለሁ,2
እወዛወዛለሁ,2
እወየው,2
እወደዋለው,2
እወደው,2
እወደድከኝ,2
እወዲያ,2
እወዳጃለሁ,2
እወድሽ,2
እወጣዋለው,2
እዉሩ,2
እዋረዳለሁ,2
እዋጋለሁ,2
እዋጋለሁኝ,2
እዋጋዋለሁኝ,2
እውላለሁኝ,2
እውቀትና,2
እውነተኛነቱን,2
እውነተኛና,2
እውነተኛይቱን,2
እውነተኝ,2
እውድሃለሁ,2
እዘምርለታለሁ,2
እዘገናለሁ,2
እዘጋለሁ,2
እዛዛቴን,2
እዤ,2
እዥራ,2
እየሄድክ,2
እየሆንኩ,2
እየሆንኩኝ,2
እየላከ,2
እየመሰለው,2
እየመሰከሩ,2
እየመሸ,2
እየመሽ,2
እየመከረኝ,2
እየመዘዘ,2
እየመጣ,2
እየማረከኝ,2
እየማቀቀ,2
እየማተርኩ,2
እየሞላብኝ,2
እየረሳነው,2
እየረገምኩ,2
እየረገጥክ,2
እየረገፈ,2
እየራቀች,2
እየራቁ,2
እየራቅኩት,2
እየሮጠ,2
እየሮጡ,2
እየሮጥኩኝ,2
እየሰሙ,2
እየሰማሁ,2
እየሰራሁ,2
እየሰበከ,2
እየሰገዱ,2
እየሰፋ,2
እየሲሴን,2
እየሳቀ,2
እየሸኘ,2
እየሸፈነልኝ,2
እየቀባኝ,2
እየቀደሰህ,2
እየቀጠለ,2
እየቆጠርን,2
እየቆፈሩ,2
እየበሉ,2
እየበቀለ,2
እየበዛብኝ,2
እየበደልኩት,2
እየባረከ,2
እየባረኩኝ,2
እየተመለሰ,2
እየተመራን,2
እየተማመንን,2
እየተሞላ,2
እየተረከ,2
እየተረዱ,2
እየተረዳሁ,2
እየተረዳን,2
እየተሰቃዩ,2
እየተሳለቁ,2
እየተሸከመ,2
እየተሸከመኝ,2
እየተቀጡ,2
እየተቆጠረ,2
እየተበቀልኩት,2
እየተተቸች,2
እየተነቀፈች,2
እየተነኮሰኝ,2
እየተነዳን,2
እየተንከራተቱ,2
እየተንገዳገድኩ,2
እየተንፉቀኩኝ,2
እየተከበረ,2
እየተከተለችን,2
እየተከታተሉኝ,2
እየተወረወረ,2
እየተዋጋልን,2
እየተውኩ,2
እየተዘመረ,2
እየተዘናጋን,2
እየተዘጋጀሁኝ,2
እየተደነቅኩ,2
እየተደገፈ,2
እየተገረምኩ,2
እየተገፋፋን,2
እየተጋህ,2
እየተጋትን,2
እየተጐነጨ,2
እየተፀለየ,2
እየታመንኩ,2
እየታነፅን,2
እየታየኝ,2
እየታደሰ,2
እየነደደ,2
እየነዳ,2
እየነጋም,2
እየነጐደ,2
እየናቀም,2
እየናደ,2
እየናፈቃት,2
እየኖርሽ,2
እየኮረኮረ,2
እየኮነንኩኝ,2
እየወተወተ,2
እየወደቁ,2
እየወደድኩህ,2
እየዉ,2
እየዋጡ,2
እየዘመሩ,2
እየዘማመርኩኝ,2
እየዘነጋሁት,2
እየዘገየ,2
እየዛለሁ,2
እየዞርክ,2
እየያ,2
እየደቁ,2
እየደነበረ,2
እየደነገጠ,2
እየደገፈኝ,2
እየደገፍከን,2
እየደገፍክ,2
እየደጋገሙ,2
እየደጋገፈ,2
እየደጋገፈኝ,2
እየገለበጠ,2
እየገለጥህ,2
እየገለጥክ,2
እየገለፀ,2
እየገረፋቸው,2
እየገሰጸ,2
እየገባኝ,2
እየገፈፈች,2
እየጠላ,2
እየጣለልኝ,2
እየጣለኩ,2
እየጣልኩ,2
እየጨማመረ,2
እየጨከነ,2
እየጫርክ,2
እየጫጨን,2
እየጮሁ,2
እየጮኸ,2
እየፈለኩ,2
እየፈራሁ,2
እየፈሰሰኝ,2
እየፈታ,2
እየፈወሰ,2
እዩልን,2
እዩአት,2
እዪት,2
እዪና,2
እያለስለስካት,2
እያለቀሰ,2
እያለቀስን,2
እያለኩ,2
እያለፍን,2
እያሉት,2
እያላችሀው,2
እያልሁኝ,2
እያልኩት,2
እያመለኩኝ,2
እያመለጥኩ,2
እያመልክ,2
እያመመኝ,2
እያመመው,2
እያመሰ,2
እያመሰገኑ,2
እያመቻቸ,2
እያመንኩኝ,2
እያመጣ,2
እያማረልኝ,2
እያሪኮዬ,2
እያሰፋ,2
እያሱ,2
እያሳለፈኝ,2
እያሳቀኝ,2
እያሳዘንን,2
እያሳዘንኩ,2
እያሳደገኝ,2
እያስቀረኝ,2
እያስተሳሰረ,2
እያስተዋለ,2
እያስተዋልን,2
እያስታወስን,2
እያስታወስኩ,2
እያስቻለኝ,2
እያስደፋ,2
እያሸነፍኩ,2
እያሸጋገረ,2
እያሸጋገርካቸው,2
እያሸጋግረኝ,2
እያሻገረኝ,2
እያቅላላ,2
እያበላህ,2
እያበረታኝ,2
እያበረታኸኝ,2
እያባበለችህ,2
እያባበልክ,2
እያብረቀረቁ,2
እያቸው,2
እያነሰብኝ,2
እያነከሰ,2
እያነከስኩ,2
እያነጻህ,2
እያንከራተታት,2
እያንኳኳ,2
እያንዳንዳቸው,2
እያንገዳገደኝ,2
እያወቅኩ,2
እያወኩ,2
እያወደስኩ,2
እያወደኝ,2
እያዘለለ,2
እያዘነ,2
እያዘነብክለት,2
እያዘንኩ,2
እያዘጋጀን,2
እያየሽ,2
እያየናቸው,2
እያያቸው,2
እያደረገችህ,2
እያደናነቀኝ,2
እያደከምኩት,2
እያገሳብህ,2
እያጓራ,2
እያጠገብክ,2
እያጠጣህ,2
እያጠጣኝ,2
እያጠፋ,2
እያጣ,2
እያጣመረ,2
እያጣጣረኝ,2
እያጽናናህ,2
እያጽናናኝ,2
እያፈራረሰ,2
እያፈሰስኩ,2
እዬ,2
እይተራመደ,2
እይታ,2
እይቻለሁ,2
እይና,2
እይኮነንኩኝ,2
እይደለም,2
እይደራረበ,2
እይደቀቀ,2
እይፈላ,2
እይፈጽምም,2
እዮሳፍጥ,2
እደረገኝ,2
እደርስበታለሁ,2
እደጃፍ,2
እደጅ,2
እደገፈዋለሁ,2
እዳር,2
እድሜውን,2
እድምተኞቻችን,2
እድር,2
እድርገህ,2
እድጅ,2
እድገታችን,2
እድገት,2
እድፍ,2
እጁዋን,2
እጂ,2
እጃችሁን,2
እጅቅ,2
እጆቼኔም,2
እገላገላለሁ,2
እገልጻለሁ,2
እገባና,2
እገነአባለሁ,2
እገናኘዋለሁ,2
እገኝ,2
እገጥማቸዋለሁ,2
እጋረዳለሁ,2
እጋርደዋለሁ,2
እጋደላለሁ,2
እግረ,2
እግሮቻቹህ,2
እግኝቶት,2
እግኝቻለሁ,2
እግዛለሁ,2
እግዜሩ,2
እጐዳለሁ,2
እጐዳለሁና,2
እጓደዳለሁ,2
እጠላለሁ,2
እጠማዋለሁ,2
እጠራሃለው,2
እጠራዋለሁኝ,2
እጠበን,2
እጠባበቃለሁ,2
እጠብቅሻለሁ,2
እጠጋሀለሁኝ,2
እጠጋለሁ,2
እጠፋለሁ,2
እጣራለሁኝ,2
እጣዬ,2
እጥተዋል,2
እጥፍቼ,2
እጨምራለሁኝ,2
እጫማለሁ,2
እጮሃለሁኝ,2
እጸልያለሁኝ,2
እጸልያልሁ,2
እፈታለሁ,2
እፈወሳለሁ,2
እፈውሳለሁ,2
እፈጽማታለሁ,2
እፌን,2
እፍገመገማለሁ,2
ኦርዬንን,2
ኦሮምኛውን,2
ኦና,2
ኦናገራለሁ,2
ኦኦኦኦኦ,2
ኧረስ,2
ኧረካለሁ,2
ኧሬ,2
ከሀዋርያት,2
ከሀዲ,2
ከሁኔታዬ,2
ከሃቲያቴ,2
ከሃዋርያት,2
ከሃዲ,2
ከሃጣን,2
ከሄዱበት,2
ከህሊናችን,2
ከህፃናቱ,2
ከሆዱ,2
ከለለህ,2
ከለመንኩት,2
ከለምጽ,2
ከላላዬ,2
ከልለህ,2
ከልምምድ,2
ከልባሞቹ,2
ከልኩስ,2
ከልካዩ,2
ከልካዩስ,2
ከልካዬ,2
ከልክሎት,2
ከልክሎኝ,2
ከልክሏቸዉ,2
ከልክሏቸዋል,2
ከልዑሎችም,2
ከመለስከኝ,2
ከመላዕቶችህ,2
ከመረጠ,2
ከመረጥካት,2
ከመርከሴ,2
ከመባዘን,2
ከመተኛቴ,2
ከመትጋት,2
ከመንከራተት,2
ከመንደራቸው,2
ከመንጋጋው,2
ከመንግሥታቸውም,2
ከመኣቱ,2
ከመወጠር,2
ከመዐቱ,2
ከመዘዘ,2
ከመጠኛቴ,2
ከመጣ,2
ከመጥራት,2
ከመጪው,2
ከሚሄደው,2
ከሚሏቹህ,2
ከሚበር,2
ከሚበጀው,2
ከሚተፋው,2
ከሚነደው,2
ከሚነድም,2
ከሚወረውረው,2
